id,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_verifications_email,host_verifications_phone,host_verifications_reviews,host_verifications_facebook,host_verifications_government_id,calculated_host_listings_count,host_seniority
425,within_an_hour,100.0,1,1,0,1,1,1,1,1,1,2639
426,within_an_hour,86.0,0,1,1,1,1,1,0,1,6,2765
427,within_an_hour,86.0,0,1,1,1,1,1,0,1,6,2765
428,within_an_hour,92.0,0,1,0,1,1,1,0,1,12,2554
429,,,0,1,0,1,1,1,0,1,1,2554
430,,,0,1,0,1,1,1,1,0,1,2553
431,within_a_few_hours,100.0,0,1,0,1,1,1,1,1,1,2552
432,within_an_hour,86.0,0,1,1,1,1,1,0,1,6,2765
433,within_an_hour,86.0,0,1,1,1,1,1,0,1,6,2765
434,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,2731
435,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,2731
436,within_an_hour,100.0,1,1,0,1,1,1,1,1,6,2551
437,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,13,2549
438,,,0,1,1,1,1,1,1,1,1,2549
439,within_an_hour,100.0,1,1,0,1,1,1,0,0,1,2549
440,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,2751
441,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,13,2549
442,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,13,2549
443,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,13,2549
444,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,13,2549
445,,,1,1,0,0,1,1,0,1,1,2547
446,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2546
447,,,0,1,0,1,1,1,0,0,1,2546
448,,,0,1,1,1,1,1,1,1,1,3369
449,within_a_day,90.0,1,1,0,1,1,1,1,1,1,3000
450,within_a_few_hours,90.0,0,1,0,1,1,1,1,0,1,2543
451,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,2,2542
452,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
453,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
454,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
455,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2539
456,,,0,1,0,1,1,1,0,0,3,2536
457,within_a_day,50.0,0,1,1,1,1,1,0,1,1,2536
458,within_a_few_hours,88.0,0,1,0,1,1,1,0,0,2,2556
459,within_a_day,100.0,1,1,1,1,1,1,0,1,1,2926
460,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,10,2531
461,within_a_day,100.0,1,1,1,1,1,1,0,1,1,2530
462,within_an_hour,100.0,0,1,1,1,0,1,0,1,2,2894
463,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,2530
464,within_an_hour,100.0,0,1,1,1,1,1,1,1,3,2530
465,within_an_hour,99.0,1,1,1,1,1,1,0,0,21,2742
466,within_an_hour,100.0,0,1,1,1,1,1,1,1,6,2525
467,within_an_hour,100.0,0,1,0,0,1,1,0,1,1,2524
468,within_an_hour,100.0,0,1,0,1,1,1,0,1,15,2289
469,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,2521
470,within_a_few_hours,100.0,1,1,1,1,1,1,1,1,1,2518
471,within_an_hour,100.0,0,1,0,1,1,1,0,1,4,3095
472,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2517
473,within_an_hour,100.0,1,1,1,1,1,1,0,1,5,2550
474,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,2751
475,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2973
476,a_few_days_or_more,40.0,0,1,0,1,1,1,1,0,1,2512
477,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2511
478,within_a_few_hours,90.0,0,1,0,1,1,1,0,0,1,2783
479,within_an_hour,95.0,0,1,1,1,1,1,0,1,9,2908
480,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2504
481,within_an_hour,100.0,1,1,0,1,1,1,0,0,2,2433
482,a_few_days_or_more,33.0,0,1,0,1,1,1,0,1,1,2501
483,,,0,1,0,1,1,1,0,0,1,2500
484,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
485,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
486,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
487,within_a_few_hours,100.0,0,1,0,1,1,1,1,0,1,2498
488,within_an_hour,96.0,0,1,0,1,1,1,0,1,1,2498
489,,,0,1,1,1,1,1,0,1,1,2541
490,within_an_hour,84.0,0,1,0,1,1,1,0,1,9,2894
491,within_a_day,82.0,0,1,1,1,1,1,0,1,9,2774
493,within_a_few_hours,90.0,0,1,1,1,1,1,0,1,1,2501
494,within_a_few_hours,100.0,1,1,1,1,1,1,1,1,1,2489
495,within_an_hour,94.0,0,1,1,1,1,1,1,1,2,3046
496,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2489
497,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2488
498,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
499,within_a_day,88.0,0,1,1,1,1,1,0,1,1,2483
500,within_a_day,100.0,1,1,1,1,1,1,0,1,1,2482
501,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2480
502,,,0,1,1,1,1,1,0,1,1,2475
503,within_an_hour,100.0,0,1,0,1,1,1,1,1,3,2475
504,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2475
505,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,10,2531
507,within_a_few_hours,100.0,0,1,1,1,1,1,1,1,1,2473
508,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2738
509,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2471
510,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2470
511,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2470
512,within_a_day,100.0,0,1,0,1,1,1,0,0,1,2470
513,,,0,1,1,1,1,1,0,1,1,2469
514,,,0,1,0,1,1,1,1,0,1,3168
515,within_an_hour,100.0,0,1,0,1,1,1,1,0,1,2468
516,within_a_day,75.0,0,1,1,1,1,1,0,1,1,2817
517,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2474
518,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
519,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
520,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,2466
521,within_an_hour,100.0,0,1,0,1,1,1,1,1,2,2465
522,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2464
524,a_few_days_or_more,0.0,0,1,0,1,1,1,0,0,1,2462
525,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2461
526,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2471
527,within_an_hour,100.0,1,1,1,1,1,1,1,1,6,2460
528,,,0,1,1,1,1,1,1,1,1,2815
529,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,6,2841
530,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,6,2841
531,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,6,2841
532,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2471
533,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,2457
534,within_an_hour,93.0,0,1,0,1,1,1,0,1,5,3484
535,within_an_hour,93.0,0,1,0,1,1,1,0,1,5,3484
536,within_an_hour,90.0,0,1,1,1,1,1,1,1,1,3066
537,within_an_hour,94.0,1,1,1,1,1,1,0,1,5,2744
538,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2453
539,within_a_day,82.0,0,1,1,1,1,1,1,1,6,2452
540,within_an_hour,90.0,0,1,1,1,1,1,0,1,1,2452
541,within_a_few_hours,100.0,1,1,0,1,1,1,1,1,3,2450
542,,,0,1,0,1,1,1,1,0,1,2449
543,within_an_hour,93.0,0,1,0,1,1,1,0,1,4,2449
544,within_an_hour,100.0,0,1,0,1,1,1,0,0,4,2447
545,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,2447
547,,,0,1,0,1,1,1,0,0,1,2444
548,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2965
549,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2965
550,,,0,1,1,1,1,1,1,1,1,3147
551,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2441
552,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2439
553,,,0,1,1,1,1,1,0,1,1,2438
554,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2453
555,within_an_hour,100.0,1,1,1,1,1,1,0,1,19,2438
556,within_a_day,50.0,0,1,1,1,1,1,0,1,1,2436
557,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,2438
558,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
559,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
560,within_a_day,78.0,0,1,1,1,1,1,1,1,12,3177
561,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2895
562,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2433
563,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2896
564,within_a_day,50.0,0,1,1,1,1,1,1,1,1,2431
565,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,3080
566,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2431
567,,,0,1,0,1,1,0,0,0,1,2430
568,,,0,1,1,1,1,1,0,1,1,2429
569,,,0,1,0,1,1,1,0,1,1,2429
570,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2427
571,within_an_hour,100.0,1,1,0,1,1,1,0,1,6,2632
572,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,2426
573,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2470
574,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,10,2531
575,within_a_few_hours,100.0,0,1,1,1,1,1,1,1,1,2545
576,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2698
577,within_a_day,67.0,0,1,0,1,1,1,1,1,1,2579
578,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2417
579,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2421
580,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2413
581,,,0,1,1,1,1,1,0,1,1,2412
582,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2419
583,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
584,,,0,1,0,1,1,1,0,1,1,2410
585,within_a_day,83.0,0,1,0,1,1,1,0,0,1,2410
586,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2409
587,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,3160
588,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
589,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2421
590,,,0,1,1,1,1,1,0,1,3,2406
592,,,0,1,1,1,1,1,0,1,1,2411
593,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2409
594,,,0,1,1,1,1,1,1,1,1,2837
595,within_a_few_hours,100.0,1,1,0,1,1,1,0,0,2,2405
596,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2404
597,within_a_day,76.0,0,1,0,1,1,1,0,1,2,2595
598,within_a_day,76.0,0,1,0,1,1,1,0,1,2,2595
599,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
600,within_an_hour,100.0,1,1,1,1,1,1,0,1,19,2438
601,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2421
602,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
603,,,0,1,0,1,1,1,0,0,1,2400
604,within_a_day,100.0,0,1,1,1,1,1,0,1,2,2746
605,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,2629
606,,,0,1,0,1,1,1,0,0,1,2399
607,,,0,1,0,1,1,0,0,1,2,2403
608,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,3499
609,,,0,1,0,1,1,1,0,0,1,2393
610,within_an_hour,100.0,0,1,0,1,1,1,0,1,21,2608
611,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2392
612,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
613,within_a_day,100.0,1,1,1,1,1,1,1,1,5,2731
614,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,2390
615,,,0,1,1,1,1,1,0,1,1,2389
616,within_an_hour,100.0,0,1,1,1,1,0,1,1,1,2655
617,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2388
618,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2387
619,,,0,1,1,1,1,1,0,1,1,2385
620,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,2384
621,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2588
622,within_a_few_hours,100.0,0,1,1,1,1,1,0,0,2,2959
623,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2384
624,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2462
625,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2394
626,,,1,1,0,1,1,1,0,0,1,2383
627,within_a_day,100.0,0,1,1,1,1,1,0,1,2,2746
628,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2720
629,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,2380
630,within_a_day,90.0,1,1,0,1,1,1,0,1,1,2380
631,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,3094
632,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2375
633,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2376
634,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,2,2375
635,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2374
636,,,1,1,0,0,1,1,0,1,2,2370
637,,,0,1,1,1,1,1,0,1,1,2755
638,within_a_day,100.0,0,1,0,1,1,1,0,0,2,2368
639,,,0,1,0,0,1,0,0,0,1,2368
640,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2366
641,within_an_hour,84.0,0,1,0,1,1,1,0,1,9,2894
642,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2481
643,within_an_hour,100.0,1,1,1,1,1,1,0,1,11,2774
644,within_a_day,67.0,0,1,0,1,1,1,0,1,1,2373
645,within_an_hour,100.0,1,1,1,1,1,1,0,1,11,2774
646,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2588
647,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2358
648,within_an_hour,98.0,1,1,0,1,1,1,1,0,7,2490
649,,,0,1,1,1,1,1,0,1,1,2355
650,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2355
651,,,0,1,1,1,1,1,1,1,1,2455
652,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2355
653,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2355
654,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,2354
655,a_few_days_or_more,0.0,0,1,0,1,1,1,0,1,1,2354
656,within_a_day,100.0,1,1,1,1,1,1,0,1,1,2363
657,,,0,1,1,1,1,1,0,1,1,2349
658,within_a_few_hours,71.0,0,1,1,1,1,1,0,1,2,2444
659,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
660,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
661,within_an_hour,99.0,1,1,0,1,1,1,0,1,9,2541
662,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,2893
663,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2342
664,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,2,2341
665,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2341
666,within_a_few_hours,80.0,1,1,0,1,1,1,0,0,1,2340
667,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,2384
668,within_a_few_hours,94.0,0,1,1,1,1,1,0,1,1,2338
669,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,2603
670,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2336
671,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2331
672,within_a_few_hours,56.0,0,1,1,1,1,1,0,0,1,2329
673,within_an_hour,86.0,0,1,1,1,1,1,0,1,1,2406
674,within_a_few_hours,90.0,1,1,1,1,1,1,0,1,2,2703
675,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2327
676,within_a_day,60.0,0,1,1,1,1,1,1,1,1,2625
677,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2895
678,,,0,1,1,1,1,1,0,1,1,2640
679,within_an_hour,100.0,0,1,0,1,1,0,0,0,1,2325
680,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,2904
681,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2328
682,a_few_days_or_more,33.0,0,1,1,1,1,1,0,1,1,2353
683,within_an_hour,100.0,0,0,0,1,1,1,0,0,1,2324
684,,,0,1,1,1,1,1,0,1,1,2471
685,within_a_few_hours,100.0,1,1,0,1,1,1,1,0,2,2852
686,within_a_few_hours,100.0,1,1,1,1,1,1,0,0,1,2679
687,within_a_few_hours,90.0,0,1,1,1,1,1,0,1,2,2321
688,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2321
689,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,4,2439
690,,,0,1,1,1,1,1,0,1,1,2679
691,within_an_hour,100.0,0,1,0,1,1,1,0,1,10,2677
692,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2320
693,within_an_hour,100.0,1,1,1,1,1,1,0,1,11,2774
694,within_an_hour,100.0,1,1,1,1,1,1,0,1,11,2774
695,within_an_hour,100.0,0,1,0,1,1,0,0,0,5,2319
696,within_a_few_hours,95.0,1,1,0,1,1,1,0,1,6,2318
697,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
698,,,0,1,1,1,1,1,0,1,1,2317
699,within_a_few_hours,95.0,1,1,0,1,1,1,0,1,6,2318
700,a_few_days_or_more,43.0,0,1,1,1,1,1,0,1,2,2580
701,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
702,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,5,2315
703,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,2314
704,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,2884
705,within_an_hour,100.0,0,1,0,1,1,1,1,1,6,2670
706,within_a_day,50.0,0,1,0,1,1,1,0,0,1,2336
707,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2311
708,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2311
709,within_an_hour,100.0,1,1,0,1,1,1,0,0,1,2310
710,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,2,2310
711,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2320
712,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,2,2319
713,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2307
714,within_a_day,100.0,0,1,1,1,1,1,0,0,3,2307
716,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2306
717,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2304
718,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
719,within_a_few_hours,95.0,1,1,0,1,1,1,0,1,6,2318
720,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,2301
721,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,2301
722,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,2301
723,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,3027
724,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,5,2315
725,within_a_day,100.0,0,1,1,1,1,1,0,1,2,2831
726,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2298
727,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
728,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2627
729,within_a_few_hours,96.0,0,1,1,1,1,1,0,1,4,2603
730,within_an_hour,100.0,1,1,1,1,1,1,0,1,5,2580
731,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2293
732,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,2293
734,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2292
735,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,2290
736,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2289
737,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,2682
738,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,2530
739,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2288
740,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
741,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
742,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
743,within_an_hour,100.0,0,1,1,1,1,1,1,1,4,2597
744,,,0,1,0,1,1,1,0,0,1,2286
745,,,0,1,0,1,1,1,1,0,1,2664
746,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2286
747,within_a_day,100.0,0,1,0,1,1,1,0,1,1,2389
749,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2465
750,within_a_few_hours,100.0,0,1,1,1,1,1,0,0,2,2959
751,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2627
752,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,2893
753,within_a_few_hours,96.0,0,1,1,1,1,1,0,1,4,2603
754,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
755,within_an_hour,84.0,0,1,0,1,1,1,0,1,9,2894
756,,,0,1,1,1,1,1,0,1,1,2401
757,within_an_hour,100.0,0,1,0,1,1,1,0,1,31,3160
758,within_a_day,100.0,0,1,1,1,1,1,0,1,5,2788
759,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
760,,,0,1,0,1,1,1,0,0,1,2273
761,within_a_few_hours,90.0,1,1,1,1,1,1,0,1,2,2703
762,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2271
763,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
764,,,0,1,1,1,1,1,0,1,1,2270
765,within_a_day,100.0,0,1,0,1,1,1,1,0,1,2779
766,within_a_day,79.0,0,1,1,1,1,1,0,1,1,2342
767,within_a_day,83.0,1,1,1,1,1,1,0,1,1,2991
768,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,2264
769,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,4,2264
770,within_a_day,89.0,0,1,0,1,1,1,0,0,1,2272
771,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
772,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
773,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
774,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
775,within_an_hour,100.0,0,1,0,1,1,1,0,0,12,3182
776,a_few_days_or_more,0.0,0,1,1,1,1,1,0,1,1,2262
777,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
778,within_an_hour,100.0,0,1,1,1,1,1,0,1,14,2334
779,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2259
780,within_an_hour,100.0,1,1,0,1,1,1,0,0,1,2258
781,within_an_hour,100.0,0,1,0,1,1,1,0,0,4,2447
782,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,5,2315
783,within_an_hour,100.0,0,1,0,1,1,1,1,1,4,2478
784,within_a_day,100.0,0,1,1,1,1,1,0,1,1,2314
785,within_a_day,80.0,0,1,1,1,1,1,0,1,1,2255
786,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2851
787,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,3614
788,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,2251
789,within_an_hour,100.0,0,1,1,1,1,1,1,1,4,2622
790,within_an_hour,100.0,0,1,1,1,1,1,1,1,4,2622
791,,,0,1,1,1,1,1,0,1,1,2286
792,within_a_day,100.0,1,1,1,1,1,1,0,1,1,2516
793,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2270
794,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2880
795,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,2731
796,within_an_hour,90.0,0,1,0,1,1,1,1,1,4,3197
797,within_an_hour,100.0,0,1,1,1,1,1,1,1,4,2622
798,within_an_hour,100.0,0,1,1,1,1,1,1,1,4,2622
799,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2240
800,,,1,1,0,0,1,1,0,1,2,2370
801,within_an_hour,97.0,0,1,0,1,1,1,0,1,9,2891
802,within_an_hour,90.0,0,1,0,1,1,1,0,1,1,2288
803,within_an_hour,100.0,0,1,1,0,1,1,0,1,1,2239
804,within_an_hour,100.0,0,1,0,1,1,1,0,1,21,2608
805,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
806,within_an_hour,100.0,1,1,0,1,1,1,0,1,2,2559
807,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,5,3278
808,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,2660
809,,,0,1,1,1,1,1,0,1,1,2229
810,within_a_day,100.0,0,1,1,1,1,1,0,1,5,2788
811,within_a_few_hours,80.0,0,1,1,1,1,1,0,1,2,2223
812,within_a_few_hours,80.0,0,1,1,1,1,1,0,1,2,2223
813,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2397
814,a_few_days_or_more,33.0,0,1,1,1,1,1,0,1,1,2754
815,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2222
816,within_a_day,100.0,1,1,1,1,1,1,0,1,2,3116
817,within_an_hour,90.0,0,1,0,1,1,1,0,1,11,2725
818,within_an_hour,100.0,1,1,0,1,1,1,1,0,2,2327
819,within_an_hour,90.0,0,1,0,1,1,1,0,1,11,2725
820,within_a_day,82.0,0,1,1,1,1,1,1,1,6,2452
821,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,8,2216
822,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2216
823,,,0,1,1,1,1,1,0,1,3,2562
824,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2421
825,within_an_hour,100.0,0,1,0,1,1,1,0,1,9,2620
826,within_an_hour,100.0,0,1,0,1,1,1,0,1,9,2620
827,within_an_hour,100.0,0,1,0,1,1,1,0,1,9,2620
828,within_an_hour,90.0,0,1,0,1,1,1,0,1,11,2725
829,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,8,2216
830,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,8,2216
831,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,8,2216
832,within_an_hour,90.0,0,1,0,1,1,1,0,1,11,2725
833,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,6,2363
834,within_an_hour,100.0,0,1,1,1,1,1,0,1,5,2790
835,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,5,3278
836,within_an_hour,100.0,1,1,1,1,1,1,1,1,9,3080
837,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2627
838,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,2204
839,within_a_day,100.0,0,1,1,1,1,1,0,0,3,2307
840,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
841,,,0,1,0,1,1,1,0,1,10,2776
842,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2200
843,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2200
844,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2200
845,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2200
846,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2200
847,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2200
848,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2199
849,within_a_few_hours,75.0,0,1,0,1,1,1,1,1,30,2561
